"person_gender","person_education","loan_int_rate","loan_percent_income","credit_score","loan_status"
"female","High School",11.24,0.21,576,0
"male","Associate",7.52,0.07,644,0
"female","Associate",11.31,0.07,435,0
"female","Bachelor",12.49,0.02,684,0
"male","Associate",8,0.09,650,0
"male","Bachelor",8.36,0.17,655,0
"female","Bachelor",13.5,0.1,630,0
"female","Bachelor",11.89,0.14,660,0
"female","High School",10.99,0.18,658,0
"female","Bachelor",13.64,0.17,619,0
"male","Bachelor",14.08,0.06,643,0
"male","Bachelor",10.53,0.05,686,0
"female","Bachelor",12.08,0.05,575,0
"male","Bachelor",7.53,0.24,553,0
"female","Master",7.88,0.07,560,0
"female","Bachelor",10.15,0.35,666,0
"male","Bachelor",12.12,0.13,510,0
"female","Bachelor",12.74,0.21,699,0
"male","Master",12.17,0.15,704,0
"female","Master",12.22,0.23,689,0
"female","High School",11.17,0.08,525,0
"female","Bachelor",11.84,0.18,594,0
"female","Associate",11.01,0.13,606,0
"male","Associate",10.18,0.1,563,0
"male","Bachelor",11.13,0.07,618,0
"male","Bachelor",6.69,0.05,627,0
"female","Bachelor",13.79,0.25,645,0
"male","Bachelor",13.21,0.12,685,0
"male","Associate",9.39,0.03,668,0
"female","High School",11.69,0.23,571,0
"female","Bachelor",7.7,0.08,622,0
"female","Associate",10.99,0.15,655,0
"male","Associate",10.95,0.1,644,0
"female","High School",8.96,0.01,640,0
"male","Master",10.22,0.06,684,0
"male","Associate",10.66,0.13,616,0
"female","High School",11.41,0.1,643,0
"female","High School",10.27,0.26,624,0
"male","Bachelor",8.49,0.09,586,0
"male","Associate",10.95,0.24,528,0
"male","Bachelor",10.41,0.18,673,0
"female","High School",9.59,0.04,600,0
"female","Bachelor",9.05,0.28,637,0
"female","Bachelor",8.84,0.04,711,0
"female","Associate",10.65,0.06,659,0
"female","Master",12.61,0.06,638,0
"male","Doctorate",12.78,0.09,728,0
"male","Associate",11.54,0.1,626,0
"male","Master",11.01,0.12,573,0
"male","Associate",8.87,0.14,631,0
"male","High School",9.73,0.05,576,0
"male","Bachelor",11,0.15,667,0
"male","Bachelor",8.53,0.22,673,0
"female","Bachelor",10.94,0.02,615,0
"male","Bachelor",15.85,0.09,671,0
"female","Associate",10.21,0.19,656,0
"female","High School",7.77,0.17,576,0
"male","Associate",8.78,0.12,660,0
"male","Associate",11.49,0.13,584,0
"male","High School",10.38,0.13,640,0
"male","High School",13.07,0.2,582,0
"male","High School",8.73,0.08,675,0
"female","High School",10.65,0.13,565,0
"female","Associate",11.15,0.02,688,0
"female","Associate",12.94,0.09,588,0
"female","Bachelor",11.39,0.19,711,0
"male","Master",11.01,0.12,667,0
"male","High School",7.35,0.04,616,0
"female","Associate",7.69,0.08,685,0
"male","Associate",6.17,0.06,695,0
"female","High School",8.35,0.09,541,0
"male","Bachelor",8.59,0.07,613,0
"male","Bachelor",10.57,0.07,572,0
"male","Master",6.35,0.14,649,0
"female","Bachelor",13.17,0.04,690,0
"male","Bachelor",12.48,0.11,638,0
"female","High School",9.73,0.02,636,0
"male","Master",12.87,0.16,692,0
"female","High School",10.88,0.23,551,0
"male","High School",6.43,0.11,644,0
"female","Bachelor",9,0.17,687,0
"female","Master",11.5,0.17,612,0
"male","Bachelor",10.77,0.08,680,0
"male","Bachelor",6.59,0.08,607,0
"male","High School",11.69,0.12,660,0
"female","Bachelor",6.44,0.07,681,0
"female","Bachelor",15.31,0.17,623,0
"male","High School",7.03,0.11,586,0
"female","Bachelor",7.65,0.04,695,0
"male","High School",12.75,0.03,639,0
"female","Master",7.15,0.32,642,0
"female","Associate",8,0.1,596,0
"female","Associate",5.74,0.07,687,0
"male","Bachelor",11.3,0.05,606,0
"female","Associate",13.79,0.16,570,0
"female","High School",10.93,0.24,574,0
"female","Bachelor",8.96,0.19,529,0
"female","Bachelor",11.3,0.08,596,0
"male","High School",7.72,0.12,655,0
"male","Associate",12.65,0.04,615,0
"female","Bachelor",12.17,0.06,595,0
"female","High School",12.77,0.23,651,0
"male","High School",10.43,0.14,607,0
"female","Associate",12.76,0.18,694,0
"male","Associate",10.66,0.06,587,0
"male","Bachelor",8.51,0.07,622,0
"male","Bachelor",11.9,0.08,624,0
"male","Associate",11.78,0.1,670,0
"male","Bachelor",10.63,0.05,659,0
"female","Master",11.77,0.04,679,0
"male","Bachelor",9.76,0.02,510,0
"female","Associate",10.45,0.03,681,0
"male","Bachelor",6.99,0.02,684,0
"female","Associate",9.76,0.12,592,0
"male","Bachelor",14.63,0.22,689,0
"male","High School",11.01,0.12,683,0
"female","Associate",10.05,0.03,674,0
"male","Doctorate",12.5,0.22,669,0
"male","Bachelor",6.67,0.11,711,0
"female","Associate",13.15,0.22,575,0
"male","Associate",13.79,0.12,663,0
"female","High School",11.23,0.05,589,0
"male","High School",9.36,0.07,558,0
"female","High School",8.96,0.13,649,0
"male","Associate",12.1,0.13,620,0
"female","Master",15.68,0.17,676,0
"male","High School",11,0.2,688,0
"male","High School",9.75,0.05,675,0
"female","Bachelor",9.14,0.07,656,0
"male","Associate",11.48,0.22,620,0
"female","High School",9.64,0.15,698,0
"female","Master",8.2,0.19,663,0
"male","High School",11.01,0.2,586,0
"female","Associate",13.99,0.09,537,0
"female","Associate",8.66,0.18,661,0
"male","Associate",9.51,0.07,655,0
"male","Associate",13.57,0.24,609,0
"female","Bachelor",10.74,0.09,649,0
"male","Associate",13.93,0.02,647,0
"male","Associate",10.32,0.23,603,0
"male","Associate",6.19,0.12,645,0
"male","Master",12.72,0.07,647,0
"female","High School",6.69,0.11,529,0
"male","Bachelor",12.88,0.05,535,0
"female","Associate",11.42,0.12,502,0
"male","Bachelor",12.19,0.15,567,0
"female","High School",12.24,0.02,578,0
"female","Master",12.34,0.23,652,0
"male","Associate",11.28,0.06,509,0
"male","High School",7.87,0.11,670,0
"female","Associate",6.62,0.11,543,0
"female","Bachelor",7.35,0.08,617,0
"female","Bachelor",9.54,0.06,630,0
"male","Bachelor",15.38,0.16,582,0
"male","High School",10.77,0.27,688,0
"male","Bachelor",12.6,0.04,663,0
"male","High School",9.97,0.1,694,0
"male","High School",11.65,0.12,673,0
"female","Bachelor",11.46,0.13,633,0
"female","Bachelor",8.9,0.17,583,0
"male","Associate",12.33,0.03,564,0
"male","Associate",10.62,0.07,697,0
"female","Master",11.05,0.1,663,0
"male","Associate",15.27,0.05,617,0
"male","High School",13.19,0.12,673,0
"male","Bachelor",12.2,0.04,695,0
"male","Bachelor",12.87,0.02,618,0
"male","Bachelor",14.65,0.2,666,0
"female","Associate",10.55,0.08,496,0
"female","Associate",13.7,0.12,564,0
"male","Associate",13.95,0.16,654,0
"female","Master",8.56,0.15,623,0
"male","Bachelor",12.35,0.03,679,0
"male","Associate",10.99,0.2,697,0
"female","Associate",10.8,0.14,527,0
"male","Associate",13.19,0.11,558,0
"female","Associate",10.71,0.31,628,0
"male","Associate",12.31,0.05,623,0
"male","Bachelor",8.41,0.05,687,0
"female","Bachelor",12.5,0.13,612,0
"male","Bachelor",10.96,0.08,639,0
"male","Associate",11.08,0.2,706,0
"male","Associate",8.03,0.11,705,0
"male","Bachelor",10.31,0.09,657,0
"male","Associate",8.35,0.08,688,0
"male","Master",12.82,0.2,687,0
"female","Bachelor",11.59,0.1,560,0
"female","Associate",8,0.06,603,0
"male","Associate",10.05,0.03,663,0
"female","High School",14.79,0.26,586,0
"female","High School",14.32,0.11,586,0
"female","High School",13.27,0.12,493,0
"female","Associate",6.52,0.18,568,0
"male","Bachelor",13.38,0.02,616,0
"female","Bachelor",13.18,0.21,656,0
"male","Associate",13.08,0.1,707,0
"male","Bachelor",13.06,0.18,672,0
"male","High School",17.27,0.31,606,0
"female","Master",12.36,0.06,695,0
"male","Associate",14.04,0.21,668,0
"male","High School",6.88,0.01,667,0
"male","Bachelor",14.09,0.06,607,0
"male","High School",8.46,0.16,571,0
"female","Master",8.22,0.12,665,0
"female","High School",13.22,0.22,535,0
"female","Associate",12.48,0.05,587,0
"female","Master",12.09,0.05,689,0
"male","Bachelor",8.12,0.04,701,0
"female","Associate",14.32,0.04,567,0
"female","Master",12.6,0.11,674,0
"female","Associate",13.46,0.11,605,0
"female","Bachelor",10.83,0.2,700,0
"female","Associate",11.11,0.06,595,0
"female","Associate",11.82,0.18,645,0
"male","High School",11.63,0.1,630,0
"female","Associate",12.6,0.08,556,0
"female","Bachelor",10.72,0.15,610,0
"female","Bachelor",8.23,0.24,666,0
"male","Bachelor",11.92,0.06,675,0
"female","Bachelor",13.79,0.12,648,0
"male","Associate",12.22,0.2,658,0
"male","Associate",12,0.1,681,0
"male","Bachelor",11,0.07,687,0
"male","Associate",11.25,0.13,622,0
"male","Bachelor",10.23,0.1,600,0
"female","Bachelor",7.41,0.13,645,0
"female","High School",7.66,0.1,670,0
"male","High School",14.56,0.11,684,0
"female","Master",8.41,0.1,681,0
"female","Master",6.03,0.11,546,0
"male","High School",13.04,0.11,637,0
"female","High School",9.39,0.24,577,0
"male","Bachelor",11.57,0.2,612,0
"female","Associate",7.07,0.2,674,0
"male","Associate",10.35,0.28,607,0
"female","High School",10.32,0.15,648,0
"male","Bachelor",7.53,0.06,686,0
"male","High School",11.02,0.17,635,0
"female","High School",10.4,0.11,439,0
"female","Bachelor",7.82,0.18,498,0
"female","High School",7.79,0.1,636,0
"female","High School",12.06,0.2,493,0
"male","Associate",9.45,0.13,659,0
"female","Bachelor",9.88,0.11,688,0
"male","Bachelor",11.45,0.11,493,0
"male","Associate",12.42,0.18,723,0
"female","Master",6.73,0.08,602,0
"female","Bachelor",9.32,0.12,524,0
"female","Associate",8.11,0.12,610,0
"male","High School",7.73,0.15,681,0
"female","High School",10.43,0.15,508,0
"male","Master",7.87,0.06,676,0
"male","Bachelor",10.11,0.09,629,0
"female","High School",11.42,0.08,582,0
"female","High School",11.5,0.11,708,0
"male","Doctorate",10.16,0.08,586,0
"female","Bachelor",11.22,0.15,683,0
"male","Associate",10.63,0.1,618,0
"female","Bachelor",8.43,0.11,613,0
"male","Associate",11.58,0.13,534,0
"male","Bachelor",13.9,0.14,591,0
"male","High School",11.79,0.07,612,0
"female","Bachelor",11.07,0.22,581,0
"female","Associate",9.46,0.15,675,0
"female","High School",5.53,0.06,696,0
"male","Bachelor",12.68,0.08,628,0
"male","Bachelor",10.95,0.11,679,0
"male","High School",6.62,0.16,549,0
"male","High School",11.01,0.02,606,0
"male","Associate",5.56,0.15,655,0
"male","High School",13.85,0.07,657,0
"female","Bachelor",11.93,0.03,646,0
"male","High School",13.49,0.02,582,0
"male","Associate",13.49,0.03,571,0
"male","Associate",8.25,0.04,557,0
"female","High School",9.38,0.11,665,0
"male","Associate",11.31,0.21,638,0
"male","Master",12.95,0.18,674,0
"male","Bachelor",6.56,0.2,698,0
"female","Associate",14.45,0.15,682,0
"female","High School",8.66,0.14,576,0
"male","Associate",6.76,0.02,599,0
"male","Bachelor",14.77,0.12,668,0
"female","Bachelor",11.23,0.04,571,0
"female","High School",9.45,0.13,552,0
"male","Associate",7.49,0.19,647,0
"male","High School",12.25,0.04,586,0
"female","Associate",5.42,0.09,634,0
"female","High School",11.52,0.34,652,0
"male","Associate",13.67,0.2,627,0
"female","High School",12.94,0.24,657,0
"male","Associate",9.48,0.18,580,0
"male","High School",7.3,0.07,596,0
"male","High School",13.2,0.1,598,0
"female","Associate",10.91,0.26,599,0
"male","Bachelor",12.33,0.1,641,0
"male","Master",12.23,0.11,639,0
"female","High School",11.28,0.29,557,0
"male","Bachelor",12.28,0.11,600,0
"male","Bachelor",11.83,0.25,704,0
"male","Associate",9.4,0.03,606,0
"male","Associate",7.49,0.06,653,0
"male","High School",12.23,0.04,655,0
"male","Bachelor",12.03,0.17,674,0
"male","Bachelor",10.63,0.08,682,0
"female","High School",11.42,0.07,634,0
"female","Bachelor",8.18,0.16,652,0
"female","Bachelor",7.68,0.13,676,0
"female","High School",8.31,0.17,663,0
"male","Bachelor",8.72,0.12,528,0
"male","Bachelor",13.09,0.07,638,0
"male","High School",11.71,0.11,581,0
"male","Associate",17.76,0.19,649,0
"female","Associate",13.5,0.01,652,0
"female","Associate",10.8,0.08,558,0
"male","Associate",10.8,0.03,647,0
"female","Associate",10.22,0.09,604,0
"female","High School",11.12,0.18,666,0
"male","High School",6.26,0.03,716,0
"male","High School",5.65,0.09,617,0
"female","Associate",9.4,0.12,648,0
"female","High School",8.71,0.1,675,0
"male","Master",10.17,0.03,702,0
"male","Bachelor",14.29,0.25,729,0
"male","High School",9.71,0.09,691,0
"male","Bachelor",8.46,0.15,491,0
"male","High School",12.79,0.12,620,0
"male","High School",12.37,0.07,610,0
"male","Master",11.28,0.33,659,0
"female","Bachelor",11.95,0.06,627,0
"female","Bachelor",11.22,0.1,620,0
"female","Bachelor",17.26,0.06,589,0
"female","Associate",12.87,0.08,666,0
"female","Bachelor",12.56,0.07,631,0
"male","High School",13.47,0.11,602,0
"male","Associate",8.19,0.12,659,0
"male","Master",9.35,0.08,605,0
"male","Bachelor",10.75,0.07,608,0
"male","Associate",15.18,0.17,565,0
"female","Associate",10.86,0.2,564,0
"male","High School",10.83,0.12,573,0
"male","Associate",13.95,0.18,603,0
"female","Bachelor",9.15,0.03,632,0
"female","Associate",11.5,0.15,640,0
"male","High School",9.74,0.17,520,0
"female","Associate",11.88,0.07,635,0
"male","Associate",7.68,0.08,667,0
"male","High School",8.11,0.09,648,0
"female","Associate",12.11,0.07,526,0
"female","Bachelor",10.9,0.21,720,0
"female","High School",9.96,0.21,637,0
"male","Master",9.29,0.07,580,0
"male","Associate",7.37,0.07,573,0
"male","High School",16.22,0.25,662,0
"female","Bachelor",7.18,0.18,652,0
"female","High School",7.5,0.14,649,0
"female","Bachelor",9.92,0.1,610,0
"male","Bachelor",11.91,0.14,659,0
"male","Master",7.8,0.02,629,0
"male","Bachelor",7.65,0.1,709,0
"male","Master",14.12,0.08,713,0
"female","Associate",10.69,0.06,573,0
"female","Master",10.12,0.29,549,0
"male","Associate",9.18,0.08,573,0
"male","High School",10,0.1,671,0
"male","High School",8.77,0.15,589,0
"female","High School",5.72,0.05,608,0
"female","High School",10.43,0.08,594,0
"male","Master",14,0.06,597,0
"male","Master",8.45,0.17,566,0
"male","Associate",9.57,0.16,664,0
"female","Associate",9.3,0.09,647,0
"male","Associate",7.24,0.21,631,0
"male","Bachelor",9.83,0.03,624,0
"female","High School",13.92,0.02,688,0
"female","Master",14.09,0.1,679,0
"female","Bachelor",13.35,0.13,628,0
"male","Bachelor",8.24,0.18,633,0
"male","Bachelor",7.5,0.11,648,0
"male","Associate",13.47,0.1,455,0
"male","Master",11.04,0.11,684,0
"male","Associate",10.98,0.16,629,0
"male","Bachelor",11.01,0.16,608,0
"female","High School",6.03,0.1,678,0
"female","Bachelor",11.94,0.08,680,0
"female","Bachelor",9.03,0.05,579,0
"female","Bachelor",9.51,0.05,539,0
"male","Master",14.56,0.2,688,0
"female","Bachelor",13.35,0.22,660,0
"male","High School",10.58,0.14,567,0
"male","Bachelor",6.69,0.08,624,0
"female","Associate",10.89,0.16,576,0
"male","High School",10.55,0.16,672,0
"male","High School",8.88,0.04,610,0
"female","Bachelor",11.11,0.04,680,0
"male","Associate",13.04,0.08,727,0
"female","Associate",13.17,0.1,670,0
"female","High School",8.94,0.13,632,0
"female","Bachelor",8.49,0.07,619,0
"male","Master",7.59,0.19,571,0
"female","Associate",13.15,0.1,596,0
"female","Master",7.5,0.11,624,0
"female","Master",11.44,0.38,641,0
"male","Associate",14.57,0.1,613,0
"female","Master",7.49,0.05,607,0
"female","Associate",8.9,0.11,593,0
"male","High School",5.82,0.05,616,0
"female","Associate",8.7,0.05,597,0
"female","Associate",11.62,0.16,664,0
"female","Bachelor",11.33,0.21,551,0
"male","Bachelor",11.31,0.22,694,0
"male","High School",12.37,0.03,663,0
"male","Master",6.74,0.04,636,0
"male","High School",7.4,0.06,617,0
"female","Bachelor",10.59,0.07,708,0
"male","Associate",11.22,0.07,660,0
"male","Master",8.71,0.15,694,0
"female","Bachelor",9.75,0.08,660,0
"female","Master",10.89,0.18,635,0
"male","Associate",12.01,0.24,637,0
"female","Bachelor",9.82,0.04,624,0
"female","Bachelor",12.9,0.03,582,0
"male","Associate",11.11,0.06,646,0
"male","High School",10.15,0.06,649,0
"male","Bachelor",12.18,0.13,593,0
"male","High School",12.62,0.13,696,0
"male","Master",13.03,0.09,616,0
"male","Master",11.26,0.08,662,0
"female","Bachelor",7.03,0.05,657,0
"female","Master",11.5,0.24,608,0
"male","Associate",12.2,0.33,704,0
"male","Bachelor",9.51,0.12,676,0
"male","Bachelor",13.83,0.1,625,0
"female","High School",11.45,0.15,510,0
"male","High School",11.09,0.1,669,0
"male","Associate",10.41,0.1,649,0
"female","Associate",9.52,0.11,649,0
"male","High School",8.26,0.13,586,0
"male","Bachelor",7.76,0.16,690,0
"male","Bachelor",8.7,0.17,576,0
"female","Associate",13.47,0.07,671,0
"male","Master",10.81,0.16,640,0
"female","Master",13.49,0.22,674,0
"male","High School",7.63,0.17,489,0
"male","High School",10.31,0.15,599,0
"female","Bachelor",13.61,0.09,656,0
"male","Bachelor",12.75,0.17,560,0
"male","Associate",11.31,0.06,550,0
"female","Associate",14.05,0.21,556,0
"male","Master",13.86,0.07,712,0
"male","High School",11.82,0.22,601,0
"male","Associate",11.01,0.08,706,0
"male","Associate",13.49,0.08,584,0
"female","High School",10.99,0.1,688,0
"female","Associate",11.24,0.05,629,0
"male","Master",7.11,0.16,613,0
"male","Bachelor",11,0.1,621,0
"female","Associate",11.01,0.2,679,0
"female","Bachelor",8.78,0.05,658,0
"male","Associate",12.32,0.12,648,0
"male","Bachelor",10.42,0.11,594,0
"male","High School",16.22,0.18,635,0
"female","High School",9.81,0.06,619,0
"male","Master",9.44,0.06,593,0
"male","Bachelor",9.66,0.16,618,0
"female","High School",11.88,0.19,628,0
"male","Associate",10.66,0.15,635,0
"female","High School",7.55,0.05,580,0
"female","Associate",7.43,0.22,695,0
"male","Bachelor",13.94,0.25,525,0
"male","High School",11.5,0.08,640,0
"female","Bachelor",13.07,0.03,615,0
"female","High School",7.34,0.35,581,0
"male","Bachelor",11.73,0.17,651,0
"male","Associate",12.61,0.06,572,0
"female","Associate",10.27,0.09,620,0
"male","Bachelor",9.28,0.2,632,0
"female","Associate",10.6,0.09,707,0
"male","Associate",10.24,0.07,681,0
"female","Associate",14.84,0.06,697,0
"male","Master",7.71,0.19,682,0
"female","Associate",9.51,0.14,518,0
"female","Bachelor",7.37,0.27,660,0
"male","High School",7.05,0.15,620,0
"female","High School",7.9,0.11,568,0
"male","High School",10.8,0.08,694,0
"male","High School",11.01,0.06,689,0
"male","High School",9.39,0.07,559,0
"male","Bachelor",11.76,0.26,679,0
"male","Master",7.51,0.28,670,0
"female","High School",8.26,0.19,617,0
"male","High School",9.14,0.06,577,0
"female","Bachelor",7.6,0.1,571,0
"female","Associate",7.37,0.07,573,0
"male","Associate",5.79,0.1,638,0
"female","High School",11.41,0.13,618,0
"male","Bachelor",11.1,0.09,728,0
"male","Associate",12.71,0.1,610,0
"female","Bachelor",14.14,0.06,605,0
"male","High School",7.15,0.13,621,0
"female","Bachelor",10.49,0.09,670,0
"male","High School",11.8,0.08,644,0
"female","High School",8.4,0.07,609,0
"male","High School",9.92,0.2,676,0
"male","Master",7.45,0.06,711,0
"male","Bachelor",10.49,0.12,570,0
"female","Associate",9.65,0.19,569,0
"female","Bachelor",10.57,0.14,704,0
"female","Master",11,0.07,644,0
"female","High School",9.17,0.4,591,0
"male","Associate",8.57,0.22,583,0
"female","Bachelor",13.81,0.17,597,0
"male","Associate",14.11,0.21,686,0
"male","Bachelor",9.87,0.02,621,0
"male","Bachelor",9.49,0.15,688,0
"female","Associate",13.75,0.12,620,0
"female","Bachelor",10.5,0.1,638,0
"female","High School",9.64,0.12,634,0
"female","Associate",10.64,0.27,679,0
"female","Associate",14.23,0.08,569,0
"male","High School",8.85,0.03,608,0
"female","Associate",13.37,0.24,718,0
"male","Associate",12.19,0.22,652,0
"female","Associate",11.31,0.12,522,0
"male","High School",13.4,0.16,634,0
"male","High School",7.92,0.19,680,0
"female","High School",9.78,0.16,684,0
"male","High School",10.26,0.21,635,0
"female","Master",12.34,0.05,618,0
"female","Bachelor",8.62,0.01,659,0
"female","High School",11.8,0.11,657,0
"female","Associate",9.99,0.08,643,0
"female","Bachelor",9.25,0.03,586,0
"female","Associate",10.43,0.14,607,0
"male","High School",11.42,0.04,667,0
"male","Bachelor",6.4,0.25,682,0
"female","Bachelor",7.51,0.28,640,0
"male","High School",9.89,0.08,677,0
"female","High School",6.17,0.1,691,0
"male","Associate",10.24,0.09,667,0
"male","Bachelor",7.88,0.04,638,0
"male","Associate",11.43,0.23,689,0
"female","High School",14.75,0.3,656,0
"male","Associate",7.34,0.05,647,0
"male","Associate",13.78,0.07,618,0
"male","High School",10.06,0.14,578,0
"male","Associate",10.46,0.14,570,0
"male","Associate",10.37,0.14,683,0
"female","Associate",10.6,0.15,564,0
"male","High School",8.26,0.05,637,0
"female","High School",11.67,0.15,619,0
"female","Doctorate",12.8,0.15,728,0
"female","High School",12.03,0.05,689,0
"male","High School",7.33,0.11,583,0
"male","Master",12.65,0.04,632,0
"male","High School",8.73,0.05,650,0
"female","High School",10.93,0.04,587,0
"male","High School",9.45,0.06,498,0
"male","Bachelor",7.63,0.18,665,0
"female","Bachelor",7.3,0.06,503,0
"male","Doctorate",5.42,0.1,566,0
"female","Associate",5.82,0.13,540,0
"female","Bachelor",5.61,0.05,584,0
"female","High School",11.97,0.21,643,0
"male","High School",11.7,0.31,593,0
"male","Associate",8.73,0.06,615,0
"female","Associate",7.86,0.06,664,0
"male","Associate",11.05,0.05,676,0
"female","Bachelor",12.56,0.08,659,0
"male","Bachelor",12.76,0.15,631,0
"female","Master",6.81,0.15,674,0
"male","Master",13.63,0.2,642,0
"male","High School",14.17,0.14,612,0
"male","Bachelor",7.25,0.12,706,0
"male","Bachelor",10.27,0.05,661,0
"female","Master",6.33,0.13,691,0
"female","Master",14.61,0.02,623,0
"male","Master",12.88,0.04,619,0
"male","Bachelor",7.78,0.18,680,0
"male","Bachelor",10.3,0.02,669,0
"male","High School",14.65,0.05,665,0
"male","Bachelor",7.72,0.14,669,0
"male","High School",11.38,0.09,575,0
"female","Associate",12.74,0.1,668,0
"female","Associate",10.53,0.06,577,0
"male","High School",8.08,0.03,626,0
"male","High School",6.48,0.09,646,0
"female","Associate",7.76,0.08,668,0
"female","Bachelor",13.17,0.19,663,0
"female","Bachelor",10.74,0.16,562,0
"female","Master",7.74,0.11,601,0
"female","High School",8.88,0.29,684,0
"female","Bachelor",11.71,0.04,704,0
"male","Bachelor",9.88,0.06,644,0
"male","High School",6.29,0.07,518,0
"female","High School",10.97,0.09,624,0
"female","Bachelor",10.85,0.04,648,0
"female","High School",14.99,0.05,564,0
"male","Bachelor",7.4,0.12,624,0
"male","Associate",12.38,0.07,697,0
"male","High School",10.15,0.09,541,0
"male","High School",8.6,0.14,558,0
"male","High School",11.41,0.19,618,0
"female","Associate",10.71,0.02,589,0
"male","Bachelor",6.37,0.07,657,0
"male","Bachelor",12.77,0.27,569,0
"male","High School",7.23,0.03,678,0
"female","Bachelor",12.47,0.09,684,0
"female","High School",11.03,0.09,646,0
"female","Bachelor",15.3,0.2,580,0
"female","Associate",13.8,0.09,658,0
"female","Bachelor",15.05,0.05,676,0
"female","Bachelor",9.57,0.09,584,0
"female","Associate",7.95,0.04,695,0
"female","Bachelor",10.67,0.4,636,0
"male","Associate",13.47,0.35,708,0
"male","High School",8.65,0.11,574,0
"male","Associate",12.73,0.13,582,0
"female","Bachelor",12.24,0.08,595,0
"female","Associate",10.74,0.33,670,0
"female","Master",8.76,0.25,641,0
"female","Bachelor",11.73,0.04,658,0
"male","High School",10.98,0.14,688,0
"female","Bachelor",11.19,0.08,582,0
"male","Bachelor",10,0.05,652,0
"male","High School",10.33,0.06,495,0
"female","Associate",13.32,0.05,592,0
"male","Bachelor",13.79,0.09,650,0
"male","Associate",6.73,0.12,691,0
"male","Associate",13.05,0.07,615,0
"female","Associate",9.31,0.18,627,0
"male","Bachelor",15.83,0.05,617,0
"female","High School",7.11,0.04,668,0
"male","Associate",11.33,0.24,573,0
"female","Master",9.11,0.18,684,0
"male","Bachelor",9.07,0.22,603,0
"male","Bachelor",14.44,0.08,625,0
"male","High School",12.47,0.06,613,0
"male","High School",12.11,0.08,550,0
"female","High School",13.75,0.12,542,0
"male","High School",7.69,0.02,646,0
"male","Associate",6.1,0.05,685,0
"male","Bachelor",10.55,0.04,563,0
"male","Bachelor",7.36,0.31,591,0
"male","High School",18.47,0.14,571,0
"male","High School",9.77,0.32,601,0
"male","Bachelor",11.56,0.12,601,0
"female","High School",11.59,0.25,607,0
"female","Master",14.28,0.09,709,0
"male","Master",7.64,0.07,710,0
"male","Bachelor",10.9,0.05,655,0
"female","High School",13.48,0.18,631,0
"female","Master",8.41,0.02,672,0
"male","Associate",12.93,0.17,577,0
"male","Master",11.48,0.06,663,0
"male","Bachelor",12.73,0.09,550,0
"female","Bachelor",7.02,0.1,685,0
"male","High School",10.77,0.09,571,0
"male","Master",8.09,0.1,606,0
"male","Bachelor",14.96,0.1,659,0
"male","Master",7.61,0.04,690,0
"male","Bachelor",11.71,0.12,692,0
"female","Associate",12.53,0.2,645,0
"male","Bachelor",6.59,0.1,665,0
"male","High School",13.31,0.13,509,0
"male","High School",15.97,0.04,554,0
"female","Bachelor",7.42,0.08,492,0
"male","Bachelor",12.59,0.1,662,0
"female","Associate",11.6,0.11,641,0
"female","Bachelor",10.77,0.15,512,0
"male","Bachelor",8.73,0.14,672,0
"female","Master",6.58,0.03,647,0
"female","High School",14.24,0.15,640,0
"female","High School",14.06,0.07,649,0
"female","Bachelor",10.18,0.14,521,0
"female","High School",10.98,0.08,686,0
"male","Master",8.8,0.14,666,0
"male","Associate",10.21,0.07,650,0
"male","Bachelor",8.84,0.16,651,0
"female","Bachelor",5.47,0.12,677,0
"female","Master",10.06,0.22,685,0
"female","High School",14.5,0.07,632,0
"female","Master",7.52,0.07,573,0
"female","High School",6.95,0.19,620,0
"female","Bachelor",9.13,0.1,669,0
"female","Associate",6.93,0.09,642,0
"female","Associate",11.71,0.16,646,0
"male","Associate",7.9,0.08,595,0
"female","High School",10.75,0.16,630,0
"female","Bachelor",11.43,0.23,652,0
"male","Associate",8.13,0.04,643,0
"female","High School",7.11,0.06,687,0
"male","Associate",9.82,0.18,702,0
"female","Master",7.84,0.06,723,0
"female","Associate",12.98,0.1,539,0
"female","High School",6.99,0.07,636,0
"female","High School",7.47,0.09,643,0
"female","High School",11.83,0.16,589,0
"male","Bachelor",10.04,0.12,648,0
"male","High School",10.82,0.22,539,0
"male","Master",10.17,0.1,570,0
"female","Associate",10.29,0.13,668,0
"male","High School",12.34,0.19,648,0
"male","Associate",12.98,0.16,581,0
"male","Bachelor",11.86,0.11,554,0
"female","Bachelor",11.79,0.04,651,0
"female","Master",10.17,0.22,717,0
"male","Associate",19.06,0.03,664,0
"female","Associate",10.64,0.04,670,0
"female","High School",14.99,0.1,684,0
"male","High School",10.3,0.16,615,0
"male","Associate",9.42,0.07,685,0
"female","High School",13.11,0.16,598,0
"male","High School",13.51,0.14,627,0
"male","Bachelor",13.16,0.12,668,0
"male","High School",8.83,0.09,696,0
"male","High School",10.83,0.08,625,0
"male","Bachelor",6.98,0.04,586,0
"male","Bachelor",6.03,0.23,685,0
"male","Associate",9.32,0.12,688,0
"female","High School",9.83,0.12,689,0
"female","Bachelor",10.58,0.24,680,0
"male","Doctorate",9.29,0.13,708,0
"male","Master",11.35,0.1,686,0
"female","High School",10.96,0.28,559,0
"male","Master",5.97,0.15,626,0
"male","Associate",11.49,0.17,560,0
